question_id,model,prompt_used,ai_answer_raw
Q10,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Adakah penyusuan melalui pendermaan susu ibu mewujudkan hubungan mahram susuan?,"Keputusan: YA – MEWUJUDKAN HUBUNGAN MAHRAM SUSUAN (Jika Cukup Syarat)  Penyusuan melalui pendermaan susu ibu boleh mewujudkan hubungan mahram susuan, jika memenuhi syarat-syarat yang ditetapkan oleh syarak

 Syarat Terjadinya Mahram Susuan  Hubungan mahram susuan berlaku apabila: 
1. Bayi berumur di bawah dua tahun (2 tahun qamariah)
2. Penyusuan berlaku sekurang-kurangnya lima kali kenyang yang berasingan
3. Susu tersebut sampai ke perut bayi (walaupun melalui perahan atau bekas, bukan semestinya secara langsung).  

Kesan Hubungan Susuan  Apabila cukup syarat: 
Bayi menjadi anak susuan kepada ibu penderma.

 Suami ibu penderma menjadi bapa susuan

Terwujud hubungan mahram dengan:  
Ibu susuan
Bapa susuan
Anak-anak ibu susuan (adik-beradik susuan) 
Keturunan dan keluarga tertentu sebagaimana hukum mahram nasab 

Tidak boleh berkahwin antara mereka yang mempunyai hubungan mahram susuan.  Namun: 
Tidak mewujudkan hak pewarisan (tiada hak pusaka).
 Tidak menukar nasab anak kepada ibu susuan.  

 Kesimpulan 
Ya, penyusuan melalui pendermaan susu ibu mewujudkan hubungan mahram susuan jika cukup syarat.
Hubungan ini memberi kesan kepada hukum perkahwinan dan pergaulan, tetapi tidak mengubah nasab atau hak harta pusaka."
Q11,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah syarat penyusuan yang menyebabkan anak susuan menjadi mahram dan tidak boleh dikahwini?,"Keputusan: BERSYARAT

Huraian Ringkas:
Anak susuan menjadi mahram dan tidak boleh dikahwini apabila penyusuan memenuhi syarat-syarat yang ditetapkan oleh syarak. 

Syarat-syarat yang Menyebabkan Mahram Susuan:  
1. Umur bayi di bawah dua tahun (dua tahun qamariah) ketika penyusuan berlaku.
2. Penyusuan berlaku sebanyak lima kali kenyang atau lebih. 
3. Susu sampai ke perut bayi, sama ada melalui penyusuan langsung atau perantaraan (contohnya botol).  
Apabila ketiga-tiga syarat ini dipenuhi: 
Bayi menjadi anak susuan kepada wanita tersebut.
Wanita itu menjadi ibu susuan. 
Suami kepada wanita tersebut menjadi bapa susuan. 
Anak-anak kandung wanita itu menjadi adik-beradik susuan. 

Larangan:
Anak susuan haram berkahwin dengan ibu susuan, bapa susuan dan adik-beradik susuan.
Hubungan mahram susuan adalah seperti mahram kerana nasab dari sudut larangan perkahwinan.  

Ringkasnya:
Anak susuan menjadi mahram dan haram dikahwini apabila penyusuan berlaku sebelum umur dua tahun dan sekurang-kurangnya lima kali kenyang, serta susu sampai ke perut bayi."
Q11,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah syarat penyusuan yang menyebabkan anak susuan menjadi mahram dan tidak boleh dikahwini?,"Berdasarkan hukum syarak yang diamalkan di Malaysia (Mazhab Syafi'i), berikut adalah penjelasan mengenai syarat penyusuan yang menyebabkan anak susuan menjadi mahram:  ### Keputusan: **Bersyarat**  Penyusuan hanya akan menyebabkan hubungan mahram (tidak boleh dikahwini) sekiranya ia memenuhi **tiga syarat utama** secara serentak.  ---  ### Syarat-Syarat Tersabitnya Mahram Susuan  1. **Bilangan Susuan (Kuantiti):** * Bayi mestilah menyusu atau meminum susu ibu penderma sebanyak **lima kali penyusuan yang berasingan** sehingga bayi kenyang mengikut urf (kebiasaan). * Satu kali susuan dikira apabila bayi menyusu sehingga berhenti dengan sendirinya (kenyang atau melepaskan puting/botol). Jika bayi berhenti sebentar untuk bernafas atau berehat kemudian menyambung semula, ia tetap dikira satu kali susuan.   2. **Umur Bayi (Tempoh):** * Penyusuan mestilah berlaku semasa bayi berumur **di bawah dua tahun** mengikut perkiraan kalendar Hijrah (Qamariah). * Penyusuan yang berlaku selepas bayi mencapai umur dua tahun tidak menyebabkan hubungan mahram.   3. **Susu Sampai ke Perut:** * Susu tersebut mestilah diyakini **masuk ke dalam rongga (perut)** bayi melalui saluran yang terbuka seperti mulut atau hidung. * Sama ada bayi menyusu secara terus (puting ibu) atau menggunakan perantara seperti botol, sudu, atau tiub suapan (OGT/NGT), hukum mahram tetap tersabit jika susu sampai ke perut.    ---  ### Larangan (Individu yang Haram Dikahwini)  Apabila syarat di atas dipenuhi, bayi tersebut menjadi **anak susuan** dan haram berkahwin dengan:  * **Ibu Susuan:** Wanita yang memberikan susu. * **Suami Ibu Susuan:** (Pemilik susu mengikut hukum *Laban al-Fahl*). * **Keturunan Ibu Susuan:** Anak-anak kandung ibu susuan (menjadi saudara susuan), cucu-cucunya, dan seterusnya ke bawah. * **Keturunan Suami Ibu Susuan:** Anak-anak suami tersebut daripada isteri-isteri yang lain. * **Adik-beradik Ibu Susuan:** Menjadi bapa saudara atau emak saudara susuan. * **Ibu Bapa Ibu Susuan:** Menjadi datuk atau nenek susuan.  ---  > **Nota Penting:** Hubungan mahram ini hanya berlaku kepada **bayi yang menyusu sahaja**, tidak melibatkan adik-beradik kandung bayi tersebut yang tidak menyusu dengan ibu susuan yang sama.  Adakah anda ingin saya jelaskan lebih lanjut mengenai cara mendokumentasikan penyusuan ini bagi tujuan rujukan masa hadapan?"
Q11,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah syarat penyusuan yang menyebabkan anak susuan menjadi mahram dan tidak boleh dikahwini?,"Keputusan: MENJADI MAHRAM (Jika Cukup Syarat Syarak)  Anak susuan menjadi mahram dan haram dikahwini apabila penyusuan memenuhi syarat-syarat yang ditetapkan oleh syarak.

Syarat-Syarat Penyusuan yang Mewujudkan Mahram
1. Umur bayi di bawah dua (2) tahun qamariah
Penyusuan mestilah berlaku dalam tempoh dua tahun pertama umur bayi.
2. Sekurang-kurangnya lima (5) kali penyusuan yang kenyang dan berasingan
Setiap kali penyusuan mestilah berlaku secara berasingan dan mengenyangkan. 
3. Susu sampai ke perut bayi Sama ada melalui penyusuan secara langsung atau susu perahan yang diminum bayi, asalkan susu tersebut masuk ke perut. 

Kesan Apabila Cukup Syarat  Apabila syarat di atas dipenuhi:
Anak tersebut menjadi anak susuan kepada wanita yang menyusukannya. 
Suami wanita tersebut menjadi bapa susuan.

Terwujud hubungan mahram dengan:
Ibu susuan
Bapa susuan
Anak-anak kandung ibu susuan (adik-beradik susuan)
Keturunan mereka yang berkaitan mengikut hukum susuan
Tidak boleh berkahwin sesama mereka yang mempunyai hubungan mahram susuan.  

Perkara Yang Tidak Berlaku 
Nasab tidak berubah (anak tetap dinasabkan kepada ibu bapa kandung). 
Tidak mewujudkan hak pewarisan antara anak susuan dan keluarga susuan. 

Kesimpulan 
Anak menjadi mahram dan haram dikahwini apabila penyusuan berlaku di bawah umur dua tahun, sekurang-kurangnya lima kali kenyang, dan susu sampai ke perut bayi.
Hubungan susuan memberi kesan kepada hukum perkahwinan dan batas pergaulan, tetapi tidak mengubah nasab atau hak pusaka."
Q12,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah keperluan pengenalan dan rekod dalam pendermaan susu ibu bagi mengelakkan kekeliruan nasab? ,"Keputusan: WAJIB / PERLU (Bersyarat untuk Diharuskan)

Huraian Ringkas:
Dalam konteks pendermaan susu ibu, pengenalan dan rekod yang jelas adalah satu keperluan bagi mengelakkan kekeliruan nasab dan hubungan mahram susuan. Tanpa rekod yang teratur, amalan ini boleh membawa kepada larangan. 

Keperluan Pengenalan dan Rekod:  
1. Identiti lengkap penderma dan bayi penerima mesti direkodkan dengan jelas. 
2. Rekod bilangan penyusuan (untuk menentukan cukup atau tidak lima kali kenyang). 
3. Rekod mesti disimpan secara sistematik dan boleh dirujuk pada masa hadapan. 
4. Tidak berlaku pencampuran susu sehingga menghilangkan identiti penderma. 
5. Pihak yang mengurus hendaklah memastikan dokumentasi dibuat dengan teliti. 

Larangan:
Tidak dibenarkan pendermaan susu tanpa dokumentasi yang jelas.

Tidak dibenarkan sistem yang menyebabkan identiti ibu susuan tidak dapat dikenal pasti.

Tidak boleh sehingga menimbulkan risiko perkahwinan sesama mahram susuan. 

Ringkasnya:
Pengenalan dan rekod yang lengkap adalah keperluan penting dalam pendermaan susu ibu untuk menjaga nasab dan mengelakkan kekeliruan hubungan mahram susuan. Tanpa kawalan ini, amalan tersebut boleh menjadi tidak dibenarkan."
Q12,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah keperluan pengenalan dan rekod dalam pendermaan susu ibu bagi mengelakkan kekeliruan nasab? ,"Berdasarkan garis panduan Jabatan Kemajuan Islam Malaysia (JAKIM) dan Kementerian Kesihatan Malaysia (KKM), pengurusan pendermaan susu ibu di hospital-hospital Malaysia tertakluk kepada sistem kawalan yang ketat.

Keputusan: Wajib (Bersyarat)
Penyediaan rekod dan pengenalan identiti adalah wajib bagi setiap aktiviti pendermaan susu ibu. Ini bertujuan untuk mengelakkan risiko perkahwinan antara saudara susuan (syubhah) yang diharamkan oleh syarak.

Keperluan Pengenalan dan Rekod  Untuk memastikan nasab dan mahram terpelihara, sistem dokumentasi mestilah mengandungi maklumat berikut:

Identiti Penderma (Ibu Susuan):
Nama penuh dan nombor kad pengenalan.
Maklumat hubungan dan alamat tetap.
Status kesihatan (saringan penyakit berjangkit).

Identiti Penerima (Bayi):
Nama bayi dan nama ibu bapa kandung.
Nombor daftar kelahiran atau rekod hospital.

Log Penyusuan:
 Tarikh dan masa pemberian susu. 

Kuantiti dan kekerapan:
Rekod mestilah mencatat sama ada bayi telah mencapai ""lima kali penyusuan kenyang"" untuk menentukan status mahram.

Sijil/Kad Susuan:
Pihak hospital atau pusat bertauliah perlu mengeluarkan Sijil Susuan kepada ibu kandung dan ibu penderma sebagai bukti rasmi hubungan mahram yang telah terbina. 

Syarat dan Larangan  
1. Larangan Tanpa Nama (Anonymous): Pendermaan susu secara rahsia tanpa mengetahui identiti penderma adalah dilarang dalam Islam kerana ia menghilangkan jejak nasab dan mahram. 
2. Sistem Labeling: Setiap botol susu penderma mestilah dilabel dengan nama penderma dan tarikh perahan secara jelas sebelum disimpan atau diberikan kepada bayi. 
3. Penyimpanan Rekod Jangka Panjang: Rekod ini mestilah disimpan secara kekal (digital atau fizikal) oleh pihak hospital dan salinannya wajib diserahkan kepada keluarga bayi untuk rujukan perkahwinan di masa hadapan. 
4. Had Bilangan Penderma: Sebaik-baiknya, seorang bayi hanya menerima susu daripada bilangan penderma yang terhad bagi memudahkan urusan pengesanan mahram.  

Kepentingan Syarak  Tanpa rekod yang sahih, pendermaan susu ibu boleh menyebabkan:  
Terlanggarnya hukum haram berkahwin antara saudara susuan.
Kekeliruan dalam batasan aurat dalam keluarga.  

Adakah anda ingin saya jelaskan prosedur mendapatkan Sijil Susuan di hospital kerajaan Malaysia?"
Q12,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah keperluan pengenalan dan rekod dalam pendermaan susu ibu bagi mengelakkan kekeliruan nasab? ,"Keputusan: WAJIB ADA REKOD DAN PENGENALAN YANG JELAS (Syarat Penting)  
Dalam pendermaan susu ibu, pengenalan dan rekod yang lengkap adalah suatu keperluan penting bagi mengelakkan kekeliruan nasab dan perkahwinan sesama mahram susuan.

Keperluan Pengenalan dan Rekod 
1. Identiti ibu penderma direkod dengan lengkap
 Nama penuh 
 Nombor pengenalan
 Maklumat hubungan
2. Identiti bayi penerima direkod dengan lengkap
 Nama bayi
 Nama ibu bapa kandung
 Nombor pengenalan penjaga
3. **Rekod bilangan penyusuan
 Catatan jumlah penyusuan yang berlaku
 Tarikh dan tempoh penyusuan   (untuk menentukan sama ada cukup syarat mahram)
4. Sistem penyimpanan rekod yang kekal dan boleh dirujuk
 Rekod perlu disimpan secara rasmi dan berpanjangan
 Boleh diakses apabila diperlukan (contohnya untuk tujuan perkahwinan) 
5. Makluman kepada kedua-dua pihak 
 Ibu bapa bayi dan ibu penderma mengetahui bahawa hubungan susuan mungkin terhasil
 Kesedaran tentang implikasi mahram 

Tujuan Rekod Diperlukan  
Mengelakkan perkahwinan antara adik-beradik susuan 
Menjaga kejelasan hubungan mahram 
Memelihara maqasid syariah khususnya penjagaan nasab

 Larangan
Tidak dibenarkan pendermaan susu secara anonim tanpa rekod. 
Tidak dibenarkan sistem yang tidak boleh menjejaki hubungan susuan pada masa hadapan.

Kesimpulan 
Rekod dan pengenalan yang jelas adalah syarat penting dalam pendermaan susu ibu.
Tanpa rekod yang sistematik dan boleh dirujuk, ia boleh membawa kepada kekeliruan nasab dan tidak diharuskan.  Islam membenarkan penyusuan oleh wanita lain, tetapi mestilah dengan kejelasan identiti dan kawalan yang menjaga keturunan. "
Q13,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah syarat pelaksanaan bank susu ibu ?,"Keputusan: BERSYARAT

Huraian Ringkas:
Pelaksanaan bank susu ibu hanya boleh dipertimbangkan secara bersyarat, tertakluk kepada kawalan yang ketat bagi menjaga nasab dan hubungan mahram susuan.

Syarat Pelaksanaan:  
1. Dilaksanakan atas dasar keperluan mendesak (darurat) seperti untuk bayi pramatang atau masalah kesihatan serius. 
2. Identiti penderma dan bayi penerima direkodkan dengan jelas dan lengkap.
3. Tidak berlaku pencampuran susu sehingga menghilangkan identiti ibu susuan. 
4. Rekod bilangan penyusuan disimpan bagi menentukan sama ada cukup lima kali kenyang. 
5. Sistem dokumentasi mestilah teratur, selamat dan boleh dirujuk pada masa hadapan.
6. Pengurusan berada di bawah pemantauan pihak berautoriti.  

Larangan:
Tidak dibenarkan jika tiada rekod yang jelas.
Tidak dibenarkan jika menyebabkan kekeliruan nasab.
Tidak boleh dijadikan amalan umum tanpa keperluan yang mendesak. 

Ringkasnya:
Bank susu ibu hanya boleh dilaksanakan secara bersyarat dan terkawal, dengan dokumentasi lengkap serta langkah pencegahan yang ketat bagi mengelakkan kekeliruan nasab dan hubungan mahram susuan."
Q13,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah syarat pelaksanaan bank susu ibu ?,"Berdasarkan keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia (MKI), pelaksanaan bank susu ibu secara umum adalah Tidak Diharuskan. Walau bagaimanapun, dalam situasi darurat perubatan (seperti di Unit Rawatan Rapi Neonatal - NICU), ia adalahDiharuskan/Bersyarat dengan pematuhan kriteria yang sangat ketat.

Keputusan: Bersyarat  Berikut adalah syarat-syarat utama pelaksanaan bank susu ibu dalam konteks perubatan di Malaysia: 

 Syarat-Syarat Pelaksanaan  
1. Khadmat Khusus (Darurat):Hanya dibenarkan untuk bayi yang sakit atau pramatang yang sangat memerlukan susu ibu sebagai rawatan, manakala susu ibu kandungnya tidak ada atau tidak mencukupi. 
2. Identiti Penderma dan Penerima: Pihak pengurusan wajib merekodkan identiti lengkap penderma (ibu susuan) dan penerima (bayi) secara sistematik. Maklumat ini tidak boleh dirahsiakan (tiada pendermaan tanpa nama). 
3. Dokumentasi Mahram: Pihak hospital perlu menyediakan Sijil Susuan atau rekod rasmi yang mencatatkan bilangan susuan. Ini penting untuk mengesahkan sama ada telah berlaku hubungan mahram (sekurang-kurangnya 5 kali kenyang). 
4. Sistem Pelabelan Ketat: Setiap bekas susu mestilah dilabel dengan nama penderma, tarikh, dan masa perahan. Susu daripada penderma yang berbeza tidak boleh dicampur dalam satu bekas (no pooling) bagi mengelakkan kekeliruan nasab. 
5. Tanpa Komersial: Penubuhan ini mestilah bersifat kebajikan. Susu ibu dilarang sama sekali untuk dijual beli atau dijadikan komoditi perniagaan. 
6. Saringan Kesihatan: Penderma mestilah wanita Islam yang sihat dan telah menjalani saringan penyakit berjangkit (seperti HIV, Hepatitis, dll) bagi menjamin keselamatan bayi. 
7. Persetujuan Waris: Ibu bapa bayi penerima mestilah memberikan keizinan bertulis setelah memahami implikasi hukum syarak (pembentukan mahram) yang bakal berlaku. 

Larangan 
Dilarang menubuhkan bank susu untuk kegunaan awam atau bayi yang sihat (kerana terdapat alternatif susu formula atau mencari ibu susuan secara individu).

Dilarang merahsiakan identiti penderma daripada keluarga penerima. 

Dilarang mencampurkan susu daripada ramai penderma sehingga identiti penderma asal tidak lagi dapat dikesan bagi setiap titisan yang diminum bayi.

 Pelaksanaan ini dipantau rapi agar tujuan menyelamatkan nyawa (Hifz an-Nafs) tercapai tanpa merosakkan penjagaan keturunan (Hifz an-Nasl).  Adakah anda ingin saya jelaskan lebih lanjut mengenai prosedur pendaftaran penderma susu ibu di hospital-hospital di Malaysia?"
Q13,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah syarat pelaksanaan bank susu ibu ?,"Keputusan: BERSYARAT (Diharuskan Dengan Kawalan Ketat)  Pelaksanaan bank susu ibu adalah diharuskan secara bersyarat, dengan syarat-syarat yang ketat bagi menjaga nasab dan mengelakkan perkahwinan mahram susuan. 

Syarat-Syarat Pelaksanaan Bank Susu Ibu
1. Keperluan yang jelas (hajat atau darurat)
Contohnya bayi pramatang, bayi sakit, atau bayi yang tidak dapat menerima susu ibu kandung. 

2. Identiti ibu penderma direkod dengan lengkap
Nama penuh
 Nombor pengenalan 
Maklumat hubungan  

3. Identiti bayi penerima direkod dengan lengkap
Nama bayi 
Nama ibu bapa kandung
 Nombor pengenalan penjaga

4. Rekod penyusuan disimpan secara sistematik dan kekal
Catatan jumlah penyusuan
Tarikh dan maklumat berkaitan
Rekod boleh dirujuk pada masa hadapan (contohnya untuk urusan perkahwinan)
5. Tiada unsur anonim yang menyebabkan ketidakjelasan nasab
Penderma dan penerima mesti boleh dikenal pasti.

6. Makluman kepada ibu bapa dan penderma
Kedua-dua pihak memahami bahawa hubungan mahram susuan boleh terhasil jika cukup syarat.

7. Pengawasan pihak berautoriti
Pengurusan dikawal secara rasmi dan telus. 

Larangan
Tidak dibenarkan jika tiada sistem rekod yang jelas.
Tidak dibenarkan jika identiti penderma tidak dapat dikenalpasti. 
Tidak dibenarkan jika berisiko menimbulkan kekeliruan nasab. 

Kesimpulan
Hukum: BERSYARAT

Bank susu ibu boleh dilaksanakan sekiranya memenuhi syarat ketat yang menjaga:
Nyawa 
Nasab

Tanpa kawalan rekod dan pengenalan yang jelas, pelaksanaannya adalah tidak diharuskan. "
Q14,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Adakah pendermaan susu ibu dibenarkan dalam keadaan tertentu?,"Keputusan: BERSYARAT

Huraian Ringkas:
Pendermaan susu ibu dibenarkan dalam keadaan tertentu, tertakluk kepada pematuhan syarat-syarat syarak bagi menjaga nasab dan hubungan mahram susuan.

Keadaan yang Dibenarkan:  
1. Bayi benar-benar memerlukan susu ibu, seperti ibu kandung tidak mampu menyusukan. 
2. Tidak menjejaskan hak dan kebajikan bayi sendiri.

Syarat-syarat: 
 1. Identiti penderma dan bayi penerima diketahui dengan jelas. 
 2. Rekod penyusuan disimpan, terutama jika cukup lima kali kenyang. 
 3. Semua pihak maklum bahawa penyusuan boleh mewujudkan hubungan mahram susuan. 
 4. Tidak berlaku kekeliruan nasab pada masa hadapan.

 Larangan:
Tidak dibenarkan jika identiti tidak jelas.
Tidak dibenarkan jika menyebabkan risiko perkahwinan sesama mahram susuan.
Tidak boleh sehingga mengabaikan tanggungjawab terhadap anak sendiri. 

Ringkasnya:
Pendermaan susu ibu adalah diharuskan secara bersyarat, dengan syarat identiti dan rekod dijaga bagi mengelakkan kekeliruan hubungan mahram susuan."
Q14,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Adakah pendermaan susu ibu dibenarkan dalam keadaan tertentu?,"Berdasarkan keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia (MKI), pendermaan susu ibu adalah tertakluk kepada hukum berikut:

Keputusan: Harus (Bersyarat)

Pendermaan susu ibu adalah diharuskan dalam keadaan tertentu, terutamanya bagi tujuan perubatan dan menyelamatkan nyawa bayi, namun ia tidak boleh dilakukan secara bebas tanpa kawalan syarak. 

Syarat-Syarat Pendermaan  
1. Keadaan Darurat atau Keperluan Mendesak:
Diutamakan bagi bayi pramatang, bayi sakit di hospital (NICU), atau bayi yang kematian ibu kandung di mana susu formula tidak sesuai atau boleh memudaratkan kesihatan bayi tersebut. 
2. Identiti Diketahui:
 Penderma (ibu susuan) dan penerima (bayi) mestilah saling mengenali atau mempunyai rekod identiti yang jelas. Pendermaan secara rahsia (anonim) adalah dilarang. 
3. Saringan Kesihatan:
Penderma mestilah sihat dan bebas daripada penyakit berjangkit (seperti HIV atau Hepatitis) bagi menjamin keselamatan bayi.
 4. Rekod Bilangan Susuan: 
Setiap pemberian susu mestilah direkodkan untuk menentukan sama ada telah cukup lima kali penyusuan kenyang yang akan mensabitkan hubungan mahram.
5. Persetujuan Suami:
 Penderma (isteri) sebaik-baiknya mendapat keizinan daripada suaminya sebelum menderma susu kepada bayi lain. 

Larangan
Dilarang Menjual Beli:
Susu ibu tidak boleh diperdagangkan atau dijual untuk keuntungan. Ia mestilah atas dasar pendermaan atau kebajikan. 

Dilarang Mencampur Susu (Pooling):
Susu daripada ramai penderma tidak boleh dicampurkan dalam satu bekas tanpa label yang membezakan identiti penderma asal. Ini bagi mengelakkan kekeliruan nasab dan mahram. 

Dilarang untuk Bayi Sihat (Jika Ada Alternatif):
Jika bayi sihat dan ibu kandung mampu menyusukan atau terdapat alternatif lain yang tidak menjejaskan kesihatan, pendermaan secara meluas tidak digalakkan bagi menjaga kesucian keturunan. 

Kesimpulan  
Pendermaan ini dibenarkan atas dasar Maslahah (kepentingan) nyawa bayi, dengan syarat sistem pendokumentasian yang rapi diamalkan bagi mengelakkan risiko perkahwinan antara saudara susuan di masa hadapan.  Adakah anda ingin saya jelaskan lebih mendalam mengenai perbezaan antara saudara kandung dan saudara susuan dari segi hukum perkahwinan?"
Q14,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Adakah pendermaan susu ibu dibenarkan dalam keadaan tertentu?,"Keputusan: DIHARUSKAN (BERSYARAT)  
Pendermaan susu ibu **diharuskan dalam keadaan tertentu, dengan syarat-syarat yang menjaga hukum susuan dan mengelakkan kekeliruan nasab. 

Keadaan Yang Dibenarkan 
 1. Keperluan atau hajat yang munasabah, seperti:
Bayi pramatang
Bayi sakit
Ibu kandung tiada atau tidak mampu menyusukan
Risiko kesihatan jika bayi tidak mendapat susu ibu

 Syarat-Syarat Keharusan
1. Identiti ibu penderma diketahui dan direkodkan dengan jelas
2. Identiti bayi penerima direkodkan dengan lengkap
3. Rekod penyusuan disimpan untuk rujukan masa hadapan bagi mengelakkan perkahwinan sesama mahram susuan. 
4. Ibu bapa dan penderma dimaklumkan tentang kemungkinan wujudnya hubungan mahram jika cukup syarat susuan.
5. Tiada unsur penipuan atau kekeliruan dalam pengurusan penyusuan. 

 Larangan
Tidak dibenarkan jika pendermaan dilakukan secara anonim tanpa rekod. 
Tidak dibenarkan jika tiada kawalan yang menjaga nasab.

Kesimpulan

Hukum: DIHARUSKAN (Bersyarat)

Pendermaan susu ibu dibenarkan dalam keadaan tertentu terutama bagi menjaga nyawa dan kesihatan bayi, selagi kejelasan nasab dan hubungan susuan dipelihara dengan sistem rekod yang baik.  

Islam mengimbangi antara: 
Penjagaan nyawa ( al-nafs)
Penjagaan keturunan ( al-nasab)"
Q15,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum menggugurkan kandungan kerana kecacatan janin?,"Keputusan: BERSYARAT

Huraian Ringkas:
Menggugurkan kandungan kerana kecacatan janin adalah tidak dibenarkan secara umum, namun boleh dipertimbangkan secara bersyarat dalam keadaan tertentu, bergantung kepada tahap kandungan dan keadaan perubatan.

Diharuskan (Sebelum 120 Hari / Sebelum Peniupan Roh) – Bersyarat:  
1. Janin disahkan mengalami kecacatan serius yang tidak boleh dirawat. 
2. Disahkan oleh pakar perubatan yang berkelayakan. 
3. Terdapat kemudaratan yang jelas dan berat kepada ibu atau janin. 
4. Dilakukan sebelum usia kandungan 120 hari (empat bulan)

Haram:  
1. Jika kandungan telah melebihi 120 hari, kecuali jika kehamilan mengancam nyawa ibu. 
2. Jika kecacatan adalah ringan atau masih boleh dirawat. 
3. Jika alasan bukan darurat atau keperluan perubatan yang sah.

Ringkasnya:
Pengguguran kerana kecacatan janin adalah bersyarat boleh dipertimbangkan sebelum 120 hari dengan pengesahan perubatan dan kecacatan serius, tetapi selepas 120 hari adalah haram kecuali untuk menyelamatkan nyawa ibu."
